system:index,tropospheric_HCHO_column_number_density,.geo
3928,2.09651956912166E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75105308534059,26.455385117319906]}"
3929,2.007616820772766E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02054767057645,26.455385117319906]}"
3930,1.800851027292637E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.20021072740035,26.455385117319906]}"
3931,1.9342958878996362E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.6493683694601,26.455385117319906]}"
3932,1.6283415334186554E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.36802059675573,26.455385117319906]}"
3933,1.2271122615340363E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.47283403917646,26.54521664573186]}"
3934,1.312092506666868E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35929613582745,26.54521664573186]}"
3935,1.3349869384923587E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.98811683471112,26.54521664573186]}"
3936,1.4998877689543778E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,26.54521664573186]}"
3937,1.4904155859173673E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,26.54521664573186]}"
3938,1.5736170194239536E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,26.54521664573186]}"
3939,1.735914146321478E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,26.54521664573186]}"
3940,1.6701247275801556E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,26.54521664573186]}"
3941,1.796466473306083E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,26.54521664573186]}"
3942,1.7251192597562715E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,26.54521664573186]}"
3943,1.8726583275713893E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,26.54521664573186]}"
3944,1.9036216515075024E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,26.54521664573186]}"
3945,1.9210988051251396E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.36615535195972,26.54521664573186]}"
3946,2.0492700541498594E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.62379674972705,26.54521664573186]}"
3947,2.159483233420559E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.713628278139,26.54521664573186]}"
3948,2.282399443566554E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.89329133496291,26.54521664573186]}"
3949,2.39530804997236E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.98312286337486,26.54521664573186]}"
3950,2.3585135335439184E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.79160661908243,26.54521664573186]}"
3951,2.3286951242227093E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.06110120431829,26.54521664573186]}"
3952,2.3165774979998953E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.4204273179661,26.54521664573186]}"
3953,2.1864032552185666E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.60009037479,26.54521664573186]}"
3954,2.319210945331075E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.86958496002586,26.54521664573186]}"
3955,2.480473877808844E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.57638399985295,26.54521664573186]}"
3956,2.2446643253874903E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20520469873661,26.54521664573186]}"
3957,2.230397214983763E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.56453081238442,26.54521664573186]}"
3958,1.8977768276666297E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.16964513633103,26.54521664573186]}"
3959,1.900672399627254E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.70863430680275,26.54521664573186]}"
3960,2.1216856303236687E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.32560181821789,26.54521664573186]}"
3961,2.1072134265063267E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.41543334662984,26.54521664573186]}"
3962,2.1321550637748278E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.95442251710155,26.54521664573186]}"
3963,2.0463806867912517E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.31374863074936,26.54521664573186]}"
3964,1.9805149169268164E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.40358015916131,26.54521664573186]}"
3965,1.9946768920330802E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02054767057645,26.54521664573186]}"
3966,1.7803404216936214E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.20021072740035,26.54521664573186]}"
3967,2.1799290547082418E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.91886295469597,26.54521664573186]}"
3968,1.8921959233823214E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.18835753993183,26.54521664573186]}"
3969,1.7730463280685562E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.36802059675573,26.54521664573186]}"
3970,1.2766264784075162E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.38300251076451,26.63504817414381]}"
3971,1.1893194065897255E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.46098085170793,26.63504817414381]}"
3972,1.30759353381055E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,26.63504817414381]}"
3973,1.3243070572444796E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.2694646074155,26.63504817414381]}"
3974,1.3147287584788176E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53895919265136,26.63504817414381]}"
3975,1.3171375276303953E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62879072106331,26.63504817414381]}"
3976,1.487803299230245E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.07794836312307,26.63504817414381]}"
3977,1.3317770104592693E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.70676906200674,26.63504817414381]}"
3978,1.390626150182792E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24575823247845,26.63504817414381]}"
3979,1.3302639744623587E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,26.63504817414381]}"
3980,1.2902239214784608E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,26.63504817414381]}"
3981,1.475617650351854E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,26.63504817414381]}"
3982,1.4893206879805932E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,26.63504817414381]}"
3983,1.5385345769015514E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,26.63504817414381]}"
3984,1.6969616226584962E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,26.63504817414381]}"
3985,1.5318036880298362E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,26.63504817414381]}"
3986,1.820929912336234E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,26.63504817414381]}"
3987,1.834168825121894E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,26.63504817414381]}"
3988,2.0099489733994144E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18649229513582,26.63504817414381]}"
3989,2.0645245562839776E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72548146560753,26.63504817414381]}"
3990,2.1015930378048446E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.17463910766729,26.63504817414381]}"
3991,2.3245021336833763E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.43228050543462,26.63504817414381]}"
3992,2.3682477835629636E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.79160661908243,26.63504817414381]}"
3993,2.3058874489116944E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.4204273179661,26.63504817414381]}"
3994,2.3485180700009162E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.7797534316139,26.63504817414381]}"
3995,2.447830418418333E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.49840565890952,26.63504817414381]}"
3996,2.3513766438157407E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.03739482938123,26.63504817414381]}"
3997,2.1571252054735507E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.93571011350076,26.63504817414381]}"
3998,2.3460864799178436E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01368845444418,26.63504817414381]}"
3999,1.927947243675429E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.25947666474299,26.63504817414381]}"
4000,1.907085461728597E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.78661264774617,26.63504817414381]}"
4001,1.8644634489499947E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.87644417615812,26.63504817414381]}"
4002,2.0027136729547254E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.68492793186569,26.63504817414381]}"
4003,1.8900296741480543E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.8645909886896,26.63504817414381]}"
4004,1.9891405291385492E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.95442251710155,26.63504817414381]}"
4005,2.0167658833003912E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.13408557392545,26.63504817414381]}"
4006,2.088829016305891E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.03240085804498,26.63504817414381]}"
4007,1.9692021506992593E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.48155850010474,26.63504817414381]}"
4008,1.9099502726117548E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1103791989884,26.63504817414381]}"
4009,2.193455467616202E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.55953684104816,26.63504817414381]}"
4010,1.9378740638001266E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.73919989787207,26.63504817414381]}"
4011,1.871987801953075E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.36802059675573,26.63504817414381]}"
4012,1.6782155107498522E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.72734671040354,26.63504817414381]}"
4013,1.7537259175966354E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.08667282405135,26.63504817414381]}"
4014,1.435568130743661E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.66435028346889,26.724879702555764]}"
4015,1.4869098893253755E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.84401334029279,26.724879702555764]}"
4016,1.208108971012299E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.74232862441231,26.724879702555764]}"
4017,1.3208503340847078E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.92199168123622,26.724879702555764]}"
4018,1.3222431460695763E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.2694646074155,26.724879702555764]}"
4019,1.3944203450264758E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.16777989153502,26.724879702555764]}"
4020,1.469190726992686E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.70676906200674,26.724879702555764]}"
4021,1.3820110650105335E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,26.724879702555764]}"
4022,1.415977382685871E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,26.724879702555764]}"
4023,1.5406110465448358E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,26.724879702555764]}"
4024,1.563303458520342E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,26.724879702555764]}"
4025,1.5862933448893666E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,26.724879702555764]}"
4026,1.621094118849108E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,26.724879702555764]}"
4027,1.6774112208735285E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,26.724879702555764]}"
4028,2.0934086452315543E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.00682923831191,26.724879702555764]}"
4029,2.1700414601670879E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.08480757925534,26.724879702555764]}"
4030,2.2078030295327733E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.80345980655096,26.724879702555764]}"
4031,2.3887890231096806E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.25261744861072,26.724879702555764]}"
4032,2.231500435722804E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.70177509067048,26.724879702555764]}"
4033,2.2377718998729384E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.68992190320195,26.724879702555764]}"
4034,2.448234794697162E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.13907954526171,26.724879702555764]}"
4035,2.3550053518724208E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.85773177255733,26.724879702555764]}"
4036,2.3634778058437918E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.94756330096928,26.724879702555764]}"
4037,2.4308651882626485E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.57638399985295,26.724879702555764]}"
4038,2.347563286995916E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.75604705667685,26.724879702555764]}"
4039,2.404186478570879E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.93571011350076,26.724879702555764]}"
4040,2.2945767930528763E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.29503622714856,26.724879702555764]}"
4041,1.7239644929348236E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34930819315494,26.724879702555764]}"
4042,1.623402392570291E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.24762347727446,26.724879702555764]}"
4043,1.5898916803461005E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[89.33745500568641,26.724879702555764]}"
4044,1.823814923130683E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.13408557392545,26.724879702555764]}"
4045,1.7310178077825417E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.58324321598522,26.724879702555764]}"
4046,1.9115601197793822E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.03240085804498,26.724879702555764]}"
4047,1.8553017882081066E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.1103791989884,26.724879702555764]}"
4048,1.9264488229832512E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.09852601151988,26.724879702555764]}"
4049,1.9486794919621825E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.45785212516768,26.724879702555764]}"
4050,1.9717235665665065E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.72734671040354,26.724879702555764]}"
4051,1.416921871663621E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.57451875505694,26.814711230967717]}"
4052,1.3286945770753803E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.11350792552865,26.814711230967717]}"
4053,1.34584615546507E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.10165473806012,26.814711230967717]}"
4054,1.2556425812218424E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.46098085170793,26.814711230967717]}"
4055,1.3703878986524645E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.82030696535574,26.814711230967717]}"
4056,1.2902813285201498E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.99997002217964,26.814711230967717]}"
4057,1.262976415060132E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.17963307900355,26.814711230967717]}"
4058,1.3466046512480246E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35929613582745,26.814711230967717]}"
4059,1.2687622550356094E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71862224947526,26.814711230967717]}"
4060,1.3357184883803835E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.16777989153502,26.814711230967717]}"
4061,1.3980486676617404E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.25761141994698,26.814711230967717]}"
4062,1.3695369686033567E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.52710600518283,26.814711230967717]}"
4063,1.4845138165428944E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.70676906200674,26.814711230967717]}"
4064,1.3928192797998056E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,26.814711230967717]}"
4065,1.3926240518265568E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,26.814711230967717]}"
4066,1.4328527745127741E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,26.814711230967717]}"
4067,1.7222465345233563E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,26.814711230967717]}"
4068,1.724447906933094E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,26.814711230967717]}"
4069,1.980094769061856E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,26.814711230967717]}"
4070,1.976258734255522E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,26.814711230967717]}"
4071,2.0203303540329055E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,26.814711230967717]}"
4072,1.932881705267333E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81531299401948,26.814711230967717]}"
4073,2.0382397556490932E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.26447063607924,26.814711230967717]}"
4074,2.130609153566928E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5339652213151,26.814711230967717]}"
4075,2.1399225070276083E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.62379674972705,26.814711230967717]}"
4076,2.2198500059250923E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.713628278139,26.814711230967717]}"
4077,2.2983767922286346E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.25261744861072,26.814711230967717]}"
4078,2.264411129636197E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.52211203384657,26.814711230967717]}"
4079,2.2529221473533564E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.61194356225853,26.814711230967717]}"
4080,2.3736525664298108E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.79160661908243,26.814711230967717]}"
4081,2.324116433869154E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.51025884637805,26.814711230967717]}"
4082,2.3312346152915735E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.85773177255733,26.814711230967717]}"
4083,2.3289921310668622E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6662155282649,26.814711230967717]}"
4084,1.538061308290248E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.61880277839079,26.814711230967717]}"
4085,1.5373691374116278E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.41543334662984,26.814711230967717]}"
4086,1.4375147149208508E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.76290627280912,26.814711230967717]}"
4087,1.5631735626134876E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.03240085804498,26.814711230967717]}"
4088,1.7849795401341927E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.57139002851669,26.814711230967717]}"
4089,1.9363508171049883E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.37987378422426,26.814711230967717]}"
4090,2.0875209049682207E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.91886295469597,26.814711230967717]}"
4091,1.8357473290215223E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.18835753993183,26.814711230967717]}"
4092,1.468672134226198E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.11350792552865,26.90454275937967]}"
4093,1.3079376684163924E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35929613582745,26.90454275937967]}"
4094,1.2270593766907238E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53895919265136,26.90454275937967]}"
4095,1.4046705691579269E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.07794836312307,26.90454275937967]}"
4096,1.3577202367551724E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.25761141994698,26.90454275937967]}"
4097,1.3510509331358866E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.79660059041869,26.90454275937967]}"
4098,1.4864357163707056E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,26.90454275937967]}"
4099,1.4426650224348177E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,26.90454275937967]}"
4100,1.621505707775796E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,26.90454275937967]}"
4101,1.6570884817879213E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,26.90454275937967]}"
4102,1.6778266996696887E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,26.90454275937967]}"
4103,1.7063114195428673E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,26.90454275937967]}"
4104,1.831894844381876E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,26.90454275937967]}"
4105,1.8740285657398894E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,26.90454275937967]}"
4106,2.0581672755244266E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.00682923831191,26.90454275937967]}"
4107,2.1516342363786672E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.63564993719558,26.90454275937967]}"
4108,2.0199239705936178E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.99497605084339,26.90454275937967]}"
4109,2.1546100714203419E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.3543021644912,26.90454275937967]}"
4110,2.2757941891743202E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.34244897702267,26.90454275937967]}"
4111,2.2416046860776703E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.24076426114219,26.90454275937967]}"
4112,2.3047231443645808E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.51025884637805,26.90454275937967]}"
4113,2.3336146153305975E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.95941648843781,26.90454275937967]}"
4114,2.3425216488313802E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.13907954526171,26.90454275937967]}"
4115,2.3719139045217012E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.85773177255733,26.90454275937967]}"
4116,1.4275213186874867E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.70863430680275,26.90454275937967]}"
4117,1.6602923453193537E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75105308534059,26.90454275937967]}"
4118,1.5540906007682528E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.29004225581231,26.90454275937967]}"
4119,1.7645113033321665E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.91886295469597,26.90454275937967]}"
4120,1.7797783926643037E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.45785212516768,26.90454275937967]}"
4121,1.1486838832600869E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.62566199452306,26.90454275937967]}"
4122,1.5495229898254226E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.75418181188084,26.99437428779162]}"
4123,1.4341891074896743E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.84401334029279,26.99437428779162]}"
4124,1.3382155593246522E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.38300251076451,26.99437428779162]}"
4125,1.2161391549442992E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.01182320964817,26.99437428779162]}"
4126,1.3383904218649444E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61693753359478,26.99437428779162]}"
4127,1.3489547958582602E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.79660059041869,26.99437428779162]}"
4128,1.4621174721099096E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.88643211883064,26.99437428779162]}"
4129,1.3967756903349995E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24575823247845,26.99437428779162]}"
4130,1.390500972211154E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,26.99437428779162]}"
4131,1.446164998670315E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,26.99437428779162]}"
4132,1.4658111171370134E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,26.99437428779162]}"
4133,1.5444506284695113E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,26.99437428779162]}"
4134,1.629407715658469E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,26.99437428779162]}"
4135,1.8121877111954604E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,26.99437428779162]}"
4136,1.8004776696181499E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,26.99437428779162]}"
4137,1.9852895008960333E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,26.99437428779162]}"
4138,1.902421202969244E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,26.99437428779162]}"
4139,2.0418816547714932E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,26.99437428779162]}"
4140,1.9287404856980228E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,26.99437428779162]}"
4141,1.98092990813741E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.27632382354777,26.99437428779162]}"
4142,2.0031247873262956E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.36615535195972,26.99437428779162]}"
4143,1.9798570919641069E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.45598688037167,26.99437428779162]}"
4144,2.1147109937808106E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5339652213151,26.99437428779162]}"
4145,2.3622516913423852E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.25261744861072,26.99437428779162]}"
4146,2.190246198160102E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.43228050543462,26.99437428779162]}"
4147,2.0928721759057956E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.88143814749438,26.99437428779162]}"
4148,2.2849493719665675E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.24076426114219,26.99437428779162]}"
4149,2.3645453185264305E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.4204273179661,26.99437428779162]}"
4150,2.355391064518887E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.7797534316139,26.99437428779162]}"
4151,2.4816061825571326E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.76790024414538,26.99437428779162]}"
4152,2.3933838256319964E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.85773177255733,26.99437428779162]}"
4153,2.3900175303391783E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.03739482938123,26.99437428779162]}"
